"ITTER107","Territorio","SEXISTAT1","Sesso","ETA1","Classe di età","POSIZPROF","Posizione professionale","REGIME_ORARIO","Tempo pieno/parziale","CARATT_OCC","Carattere occupazione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","1","maschi","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2019","2019",1318.861,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2020","2020",1170.471,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2019","2019",802.675,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2020","2020",724.618,,
"IT","Italia","9","totale","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2019","2019",2121.537,,
"IT","Italia","9","totale","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2020","2020",1895.09,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2019","2019",329.252,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2020","2020",274.415,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2019","2019",614.925,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2020","2020",505.106,,
"IT","Italia","9","totale","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2019","2019",944.178,,
"IT","Italia","9","totale","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2020","2020",779.521,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019","2019",1648.114,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q1","T1-2019",1463.758,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q2","T2-2019",1686.676,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q4","T4-2019",1678.56,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q3","T3-2019",1763.461,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020","2020",1444.887,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q2","T2-2020",1336.228,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q1","T1-2020",1477.463,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q3","T3-2020",1545.208,,
"IT","Italia","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q4","T4-2020",1420.646,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019","2019",1417.601,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q1","T1-2019",1364.395,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q2","T2-2019",1440.685,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q4","T4-2019",1435.073,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q3","T3-2019",1430.25,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020","2020",1229.724,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q2","T2-2020",1114.414,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q1","T1-2020",1295.001,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q3","T3-2020",1199.087,,
"IT","Italia","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q4","T4-2020",1310.395,,
"IT","Italia","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019","2019",3065.714,,
"IT","Italia","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q1","T1-2019",2828.153,,
"IT","Italia","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q2","T2-2019",3127.361,,
"IT","Italia","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q4","T4-2019",3113.633,,
"IT","Italia","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q3","T3-2019",3193.711,,
"IT","Italia","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020","2020",2674.611,,
"IT","Italia","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q2","T2-2020",2450.642,,
"IT","Italia","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q1","T1-2020",2772.464,,
"IT","Italia","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q3","T3-2020",2744.295,,
"IT","Italia","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q4","T4-2020",2731.042,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2019","2019",570.352,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2020","2020",507.429,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2019","2019",405.557,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2020","2020",359.221,,
"ITCD","Nord","9","totale","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2019","2019",975.909,,
"ITCD","Nord","9","totale","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2020","2020",866.649,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2019","2019",132.4,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2020","2020",106.504,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2019","2019",288.118,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2020","2020",244.296,,
"ITCD","Nord","9","totale","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2019","2019",420.518,,
"ITCD","Nord","9","totale","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2020","2020",350.801,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019","2019",702.751,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q1","T1-2019",655.01,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q2","T2-2019",719.763,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q4","T4-2019",706.922,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q3","T3-2019",729.311,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020","2020",613.933,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q2","T2-2020",571.78,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q1","T1-2020",672.118,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q3","T3-2020",613.136,,
"ITCD","Nord","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q4","T4-2020",598.698,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019","2019",693.675,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q1","T1-2019",681.273,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q2","T2-2019",695.941,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q4","T4-2019",726.833,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q3","T3-2019",670.655,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020","2020",603.517,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q2","T2-2020",534.397,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q1","T1-2020",665.736,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q3","T3-2020",571.47,,
"ITCD","Nord","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q4","T4-2020",642.467,,
"ITCD","Nord","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019","2019",1396.427,,
"ITCD","Nord","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q1","T1-2019",1336.283,,
"ITCD","Nord","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q2","T2-2019",1415.703,,
"ITCD","Nord","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q4","T4-2019",1433.755,,
"ITCD","Nord","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q3","T3-2019",1399.967,,
"ITCD","Nord","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020","2020",1217.45,,
"ITCD","Nord","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q2","T2-2020",1106.176,,
"ITCD","Nord","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q1","T1-2020",1337.853,,
"ITCD","Nord","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q3","T3-2020",1184.606,,
"ITCD","Nord","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q4","T4-2020",1241.165,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2019","2019",208.768,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2020","2020",184.812,,
"ITC","Nord-ovest","9","totale","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2019","2019",510.051,,
"ITC","Nord-ovest","9","totale","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2020","2020",450.462,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2019","2019",137.48,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2020","2020",118.981,,
"ITC","Nord-ovest","9","totale","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2019","2019",213.367,,
"ITC","Nord-ovest","9","totale","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2020","2020",178.379,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019","2019",346.249,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q1","T1-2019",344.354,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q2","T2-2019",355.557,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q4","T4-2019",355.364,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q3","T3-2019",329.72,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020","2020",303.793,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q2","T2-2020",273.309,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q1","T1-2020",329.816,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q3","T3-2020",284.33,,
"ITC","Nord-ovest","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q4","T4-2020",327.718,,
"ITC","Nord-ovest","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019","2019",723.418,,
"ITC","Nord-ovest","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q1","T1-2019",688.801,,
"ITC","Nord-ovest","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q2","T2-2019",740.092,,
"ITC","Nord-ovest","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q4","T4-2019",747.663,,
"ITC","Nord-ovest","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q3","T3-2019",717.116,,
"ITC","Nord-ovest","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020","2020",628.841,,
"ITC","Nord-ovest","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q2","T2-2020",568.826,,
"ITC","Nord-ovest","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q1","T1-2020",693.11,,
"ITC","Nord-ovest","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q3","T3-2020",609.952,,
"ITC","Nord-ovest","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q4","T4-2020",643.476,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2019","2019",269.069,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2020","2020",241.779,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2019","2019",196.789,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2020","2020",174.409,,
"ITD","Nord-est","9","totale","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2019","2019",465.858,,
"ITD","Nord-est","9","totale","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2020","2020",416.188,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2019","2019",56.513,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2020","2020",47.107,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2019","2019",150.638,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2020","2020",125.315,,
"ITD","Nord-est","9","totale","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2019","2019",207.151,,
"ITD","Nord-est","9","totale","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2020","2020",172.421,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019","2019",325.582,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q1","T1-2019",310.563,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q2","T2-2019",335.228,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q4","T4-2019",314.623,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q3","T3-2019",341.915,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020","2020",288.885,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q2","T2-2020",276.263,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q1","T1-2020",308.823,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q3","T3-2020",287.515,,
"ITD","Nord-est","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q4","T4-2020",282.94,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019","2019",347.427,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q1","T1-2019",336.918,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q2","T2-2019",340.384,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q4","T4-2019",371.469,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q3","T3-2019",340.935,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020","2020",299.724,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q2","T2-2020",261.087,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q1","T1-2020",335.92,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q3","T3-2020",287.139,,
"ITD","Nord-est","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q4","T4-2020",314.749,,
"ITD","Nord-est","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019","2019",673.009,,
"ITD","Nord-est","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q1","T1-2019",647.482,,
"ITD","Nord-est","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q2","T2-2019",675.612,,
"ITD","Nord-est","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q4","T4-2019",686.092,,
"ITD","Nord-est","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q3","T3-2019",682.851,,
"ITD","Nord-est","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020","2020",588.609,,
"ITD","Nord-est","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q2","T2-2020",537.351,,
"ITD","Nord-est","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q1","T1-2020",644.743,,
"ITD","Nord-est","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q3","T3-2020",574.654,,
"ITD","Nord-est","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q4","T4-2020",597.689,,
"ITE","Centro","1","maschi","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2019","2019",269.216,,
"ITE","Centro","1","maschi","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2020","2020",238.385,,
"ITE","Centro","2","femmine","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2019","2019",163.945,,
"ITE","Centro","2","femmine","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2020","2020",140.979,,
"ITE","Centro","9","totale","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2019","2019",433.16,,
"ITE","Centro","9","totale","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2020","2020",379.363,,
"ITE","Centro","1","maschi","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2019","2019",68.117,,
"ITE","Centro","1","maschi","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2020","2020",58.407,,
"ITE","Centro","2","femmine","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2019","2019",129.249,,
"ITE","Centro","2","femmine","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2020","2020",101.142,,
"ITE","Centro","9","totale","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2019","2019",197.366,,
"ITE","Centro","9","totale","Y_GE15","15 anni e più","1","dipendenti","2","tempo parziale","1","tempo determinato","2020","2020",159.55,,
"ITE","Centro","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019","2019",337.333,,
"ITE","Centro","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q1","T1-2019",302.671,,
"ITE","Centro","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q2","T2-2019",354.947,,
"ITE","Centro","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q4","T4-2019",326.066,,
"ITE","Centro","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q3","T3-2019",365.648,,
"ITE","Centro","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020","2020",296.792,,
"ITE","Centro","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q2","T2-2020",289.525,,
"ITE","Centro","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q1","T1-2020",297.318,,
"ITE","Centro","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q3","T3-2020",313.003,,
"ITE","Centro","1","maschi","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q4","T4-2020",287.323,,
"ITE","Centro","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019","2019",293.194,,
"ITE","Centro","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q1","T1-2019",277.434,,
"ITE","Centro","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q2","T2-2019",297.1,,
"ITE","Centro","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q4","T4-2019",281.638,,
"ITE","Centro","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q3","T3-2019",316.602,,
"ITE","Centro","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020","2020",242.121,,
"ITE","Centro","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q2","T2-2020",229.44,,
"ITE","Centro","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q1","T1-2020",261.832,,
"ITE","Centro","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q3","T3-2020",230.34,,
"ITE","Centro","2","femmine","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q4","T4-2020",246.872,,
"ITE","Centro","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019","2019",630.527,,
"ITE","Centro","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q1","T1-2019",580.106,,
"ITE","Centro","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q2","T2-2019",652.047,,
"ITE","Centro","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q4","T4-2019",607.704,,
"ITE","Centro","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2019-Q3","T3-2019",682.25,,
"ITE","Centro","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020","2020",538.913,,
"ITE","Centro","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q2","T2-2020",518.964,,
"ITE","Centro","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q1","T1-2020",559.15,,
"ITE","Centro","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q3","T3-2020",543.343,,
"ITE","Centro","9","totale","Y_GE15","15 anni e più","1","dipendenti","9","totale","1","tempo determinato","2020-Q4","T4-2020",534.194,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2019","2019",233.174,,
"ITFG","Mezzogiorno","2","femmine","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2020","2020",224.419,,
"ITFG","Mezzogiorno","9","totale","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2019","2019",712.468,,
"ITFG","Mezzogiorno","9","totale","Y_GE15","15 anni e più","1","dipendenti","1","tempo pieno","1","tempo determinato","2020","2020",649.077,,
