"ITTER107","Territorio","SEXISTAT1","Sesso","ETA1","Classe di età","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"IT","Italia","1","maschi","Y15-24","15-24 anni","2019","2019",657.845,,
"IT","Italia","1","maschi","Y15-24","15-24 anni","2019-Q1","T1-2019",614.518,,
"IT","Italia","1","maschi","Y15-24","15-24 anni","2019-Q2","T2-2019",667.412,,
"IT","Italia","1","maschi","Y15-24","15-24 anni","2019-Q4","T4-2019",657.505,,
"IT","Italia","1","maschi","Y15-24","15-24 anni","2019-Q3","T3-2019",691.945,,
"IT","Italia","1","maschi","Y15-24","15-24 anni","2020","2020",627.016,,
"IT","Italia","1","maschi","Y15-24","15-24 anni","2020-Q2","T2-2020",613.778,,
"IT","Italia","1","maschi","Y15-24","15-24 anni","2020-Q1","T1-2020",636.623,,
"IT","Italia","1","maschi","Y15-24","15-24 anni","2020-Q3","T3-2020",643.435,,
"IT","Italia","1","maschi","Y15-24","15-24 anni","2020-Q4","T4-2020",614.227,,
"IT","Italia","2","femmine","Y15-24","15-24 anni","2019","2019",427.063,,
"IT","Italia","2","femmine","Y15-24","15-24 anni","2019-Q1","T1-2019",413.962,,
"IT","Italia","2","femmine","Y15-24","15-24 anni","2019-Q2","T2-2019",424.288,,
"IT","Italia","2","femmine","Y15-24","15-24 anni","2019-Q4","T4-2019",423.198,,
"IT","Italia","2","femmine","Y15-24","15-24 anni","2019-Q3","T3-2019",446.803,,
"IT","Italia","2","femmine","Y15-24","15-24 anni","2020","2020",361.559,,
"IT","Italia","2","femmine","Y15-24","15-24 anni","2020-Q2","T2-2020",331.031,,
"IT","Italia","2","femmine","Y15-24","15-24 anni","2020-Q1","T1-2020",392.593,,
"IT","Italia","2","femmine","Y15-24","15-24 anni","2020-Q3","T3-2020",383.679,,
"IT","Italia","2","femmine","Y15-24","15-24 anni","2020-Q4","T4-2020",338.932,,
"IT","Italia","9","totale","Y15-24","15-24 anni","2019","2019",1084.908,,
"IT","Italia","9","totale","Y15-24","15-24 anni","2019-Q1","T1-2019",1028.48,,
"IT","Italia","9","totale","Y15-24","15-24 anni","2019-Q2","T2-2019",1091.699,,
"IT","Italia","9","totale","Y15-24","15-24 anni","2019-Q4","T4-2019",1080.704,,
"IT","Italia","9","totale","Y15-24","15-24 anni","2019-Q3","T3-2019",1138.748,,
"IT","Italia","9","totale","Y15-24","15-24 anni","2020","2020",988.574,,
"IT","Italia","9","totale","Y15-24","15-24 anni","2020-Q2","T2-2020",944.809,,
"IT","Italia","9","totale","Y15-24","15-24 anni","2020-Q1","T1-2020",1029.216,,
"IT","Italia","9","totale","Y15-24","15-24 anni","2020-Q3","T3-2020",1027.114,,
"IT","Italia","9","totale","Y15-24","15-24 anni","2020-Q4","T4-2020",953.159,,
"ITCD","Nord","1","maschi","Y15-24","15-24 anni","2019","2019",365.739,,
"ITCD","Nord","1","maschi","Y15-24","15-24 anni","2019-Q1","T1-2019",353.111,,
"ITCD","Nord","1","maschi","Y15-24","15-24 anni","2019-Q2","T2-2019",377.437,,
"ITCD","Nord","1","maschi","Y15-24","15-24 anni","2019-Q4","T4-2019",359.448,,
"ITCD","Nord","1","maschi","Y15-24","15-24 anni","2019-Q3","T3-2019",372.961,,
"ITCD","Nord","1","maschi","Y15-24","15-24 anni","2020","2020",349.387,,
"ITCD","Nord","1","maschi","Y15-24","15-24 anni","2020-Q2","T2-2020",353.355,,
"ITCD","Nord","1","maschi","Y15-24","15-24 anni","2020-Q1","T1-2020",356.349,,
"ITCD","Nord","1","maschi","Y15-24","15-24 anni","2020-Q3","T3-2020",358.356,,
"ITCD","Nord","1","maschi","Y15-24","15-24 anni","2020-Q4","T4-2020",329.487,,
"ITCD","Nord","2","femmine","Y15-24","15-24 anni","2019","2019",250.576,,
"ITCD","Nord","2","femmine","Y15-24","15-24 anni","2019-Q1","T1-2019",239.536,,
"ITCD","Nord","2","femmine","Y15-24","15-24 anni","2019-Q2","T2-2019",254.256,,
"ITCD","Nord","2","femmine","Y15-24","15-24 anni","2019-Q4","T4-2019",256.815,,
"ITCD","Nord","2","femmine","Y15-24","15-24 anni","2019-Q3","T3-2019",251.699,,
"ITCD","Nord","2","femmine","Y15-24","15-24 anni","2020","2020",214.886,,
"ITCD","Nord","2","femmine","Y15-24","15-24 anni","2020-Q2","T2-2020",196.138,,
"ITCD","Nord","2","femmine","Y15-24","15-24 anni","2020-Q1","T1-2020",236.594,,
"ITCD","Nord","2","femmine","Y15-24","15-24 anni","2020-Q3","T3-2020",219.488,,
"ITCD","Nord","2","femmine","Y15-24","15-24 anni","2020-Q4","T4-2020",207.324,,
"ITCD","Nord","9","totale","Y15-24","15-24 anni","2019","2019",616.315,,
"ITCD","Nord","9","totale","Y15-24","15-24 anni","2019-Q1","T1-2019",592.646,,
"ITCD","Nord","9","totale","Y15-24","15-24 anni","2019-Q2","T2-2019",631.692,,
"ITCD","Nord","9","totale","Y15-24","15-24 anni","2019-Q4","T4-2019",616.263,,
"ITCD","Nord","9","totale","Y15-24","15-24 anni","2019-Q3","T3-2019",624.66,,
"ITCD","Nord","9","totale","Y15-24","15-24 anni","2020","2020",564.272,,
"ITCD","Nord","9","totale","Y15-24","15-24 anni","2020-Q2","T2-2020",549.493,,
"ITCD","Nord","9","totale","Y15-24","15-24 anni","2020-Q1","T1-2020",592.943,,
"ITCD","Nord","9","totale","Y15-24","15-24 anni","2020-Q3","T3-2020",577.843,,
"ITCD","Nord","9","totale","Y15-24","15-24 anni","2020-Q4","T4-2020",536.811,,
"ITC","Nord-ovest","1","maschi","Y15-24","15-24 anni","2019","2019",202.901,,
"ITC","Nord-ovest","1","maschi","Y15-24","15-24 anni","2019-Q1","T1-2019",198.362,,
"ITC","Nord-ovest","1","maschi","Y15-24","15-24 anni","2019-Q2","T2-2019",209.619,,
"ITC","Nord-ovest","1","maschi","Y15-24","15-24 anni","2019-Q4","T4-2019",193.972,,
"ITC","Nord-ovest","1","maschi","Y15-24","15-24 anni","2019-Q3","T3-2019",209.65,,
"ITC","Nord-ovest","1","maschi","Y15-24","15-24 anni","2020","2020",187.11,,
"ITC","Nord-ovest","1","maschi","Y15-24","15-24 anni","2020-Q2","T2-2020",189.11,,
"ITC","Nord-ovest","1","maschi","Y15-24","15-24 anni","2020-Q1","T1-2020",190.257,,
"ITC","Nord-ovest","1","maschi","Y15-24","15-24 anni","2020-Q3","T3-2020",192.33,,
"ITC","Nord-ovest","1","maschi","Y15-24","15-24 anni","2020-Q4","T4-2020",176.742,,
"ITC","Nord-ovest","2","femmine","Y15-24","15-24 anni","2019","2019",134.497,,
"ITC","Nord-ovest","2","femmine","Y15-24","15-24 anni","2019-Q1","T1-2019",131.208,,
"ITC","Nord-ovest","2","femmine","Y15-24","15-24 anni","2019-Q2","T2-2019",145.754,,
"ITC","Nord-ovest","2","femmine","Y15-24","15-24 anni","2019-Q4","T4-2019",132.92,,
"ITC","Nord-ovest","2","femmine","Y15-24","15-24 anni","2019-Q3","T3-2019",128.103,,
"ITC","Nord-ovest","2","femmine","Y15-24","15-24 anni","2020","2020",123.354,,
"ITC","Nord-ovest","2","femmine","Y15-24","15-24 anni","2020-Q2","T2-2020",118.721,,
"ITC","Nord-ovest","2","femmine","Y15-24","15-24 anni","2020-Q1","T1-2020",138.285,,
"ITC","Nord-ovest","2","femmine","Y15-24","15-24 anni","2020-Q3","T3-2020",118.516,,
"ITC","Nord-ovest","2","femmine","Y15-24","15-24 anni","2020-Q4","T4-2020",117.897,,
"ITC","Nord-ovest","9","totale","Y15-24","15-24 anni","2019","2019",337.397,,
"ITC","Nord-ovest","9","totale","Y15-24","15-24 anni","2019-Q1","T1-2019",329.571,,
"ITC","Nord-ovest","9","totale","Y15-24","15-24 anni","2019-Q2","T2-2019",355.374,,
"ITC","Nord-ovest","9","totale","Y15-24","15-24 anni","2019-Q4","T4-2019",326.892,,
"ITC","Nord-ovest","9","totale","Y15-24","15-24 anni","2019-Q3","T3-2019",337.753,,
"ITC","Nord-ovest","9","totale","Y15-24","15-24 anni","2020","2020",310.464,,
"ITC","Nord-ovest","9","totale","Y15-24","15-24 anni","2020-Q2","T2-2020",307.831,,
"ITC","Nord-ovest","9","totale","Y15-24","15-24 anni","2020-Q1","T1-2020",328.541,,
"ITC","Nord-ovest","9","totale","Y15-24","15-24 anni","2020-Q3","T3-2020",310.846,,
"ITC","Nord-ovest","9","totale","Y15-24","15-24 anni","2020-Q4","T4-2020",294.638,,
"ITC1","Piemonte","1","maschi","Y15-24","15-24 anni","2019","2019",49.003,,
"ITC1","Piemonte","1","maschi","Y15-24","15-24 anni","2020","2020",50.485,,
"ITC1","Piemonte","2","femmine","Y15-24","15-24 anni","2019","2019",33.346,,
"ITC1","Piemonte","2","femmine","Y15-24","15-24 anni","2020","2020",30.428,,
"ITC1","Piemonte","9","totale","Y15-24","15-24 anni","2019","2019",82.349,,
"ITC1","Piemonte","9","totale","Y15-24","15-24 anni","2020","2020",80.913,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y15-24","15-24 anni","2019","2019",1.654,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","1","maschi","Y15-24","15-24 anni","2020","2020",1.389,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y15-24","15-24 anni","2019","2019",1.016,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","2","femmine","Y15-24","15-24 anni","2020","2020",0.855,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y15-24","15-24 anni","2019","2019",2.67,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","9","totale","Y15-24","15-24 anni","2020","2020",2.244,,
"ITC3","Liguria","1","maschi","Y15-24","15-24 anni","2019","2019",14.123,,
"ITC3","Liguria","1","maschi","Y15-24","15-24 anni","2020","2020",12.022,,
"ITC3","Liguria","2","femmine","Y15-24","15-24 anni","2019","2019",8.038,,
"ITC3","Liguria","2","femmine","Y15-24","15-24 anni","2020","2020",8.246,,
"ITC3","Liguria","9","totale","Y15-24","15-24 anni","2019","2019",22.161,,
"ITC3","Liguria","9","totale","Y15-24","15-24 anni","2020","2020",20.268,,
"ITC4","Lombardia","1","maschi","Y15-24","15-24 anni","2019","2019",138.12,,
"ITC4","Lombardia","1","maschi","Y15-24","15-24 anni","2020","2020",123.214,,
"ITC4","Lombardia","2","femmine","Y15-24","15-24 anni","2019","2019",92.097,,
"ITC4","Lombardia","2","femmine","Y15-24","15-24 anni","2020","2020",83.825,,
"ITC4","Lombardia","9","totale","Y15-24","15-24 anni","2019","2019",230.217,,
"ITC4","Lombardia","9","totale","Y15-24","15-24 anni","2020","2020",207.039,,
"ITD","Nord-est","1","maschi","Y15-24","15-24 anni","2019","2019",162.838,,
"ITD","Nord-est","1","maschi","Y15-24","15-24 anni","2019-Q1","T1-2019",154.748,,
"ITD","Nord-est","1","maschi","Y15-24","15-24 anni","2019-Q2","T2-2019",167.817,,
"ITD","Nord-est","1","maschi","Y15-24","15-24 anni","2019-Q4","T4-2019",165.476,,
"ITD","Nord-est","1","maschi","Y15-24","15-24 anni","2019-Q3","T3-2019",163.311,,
"ITD","Nord-est","1","maschi","Y15-24","15-24 anni","2020","2020",162.277,,
"ITD","Nord-est","1","maschi","Y15-24","15-24 anni","2020-Q2","T2-2020",164.245,,
"ITD","Nord-est","1","maschi","Y15-24","15-24 anni","2020-Q1","T1-2020",166.092,,
"ITD","Nord-est","1","maschi","Y15-24","15-24 anni","2020-Q3","T3-2020",166.026,,
"ITD","Nord-est","1","maschi","Y15-24","15-24 anni","2020-Q4","T4-2020",152.745,,
"ITD","Nord-est","2","femmine","Y15-24","15-24 anni","2019","2019",116.08,,
"ITD","Nord-est","2","femmine","Y15-24","15-24 anni","2019-Q1","T1-2019",108.328,,
"ITD","Nord-est","2","femmine","Y15-24","15-24 anni","2019-Q2","T2-2019",108.502,,
"ITD","Nord-est","2","femmine","Y15-24","15-24 anni","2019-Q4","T4-2019",123.895,,
"ITD","Nord-est","2","femmine","Y15-24","15-24 anni","2019-Q3","T3-2019",123.596,,
"ITD","Nord-est","2","femmine","Y15-24","15-24 anni","2020","2020",91.531,,
"ITD","Nord-est","2","femmine","Y15-24","15-24 anni","2020-Q2","T2-2020",77.418,,
"ITD","Nord-est","2","femmine","Y15-24","15-24 anni","2020-Q1","T1-2020",98.309,,
"ITD","Nord-est","2","femmine","Y15-24","15-24 anni","2020-Q3","T3-2020",100.972,,
"ITD","Nord-est","2","femmine","Y15-24","15-24 anni","2020-Q4","T4-2020",89.427,,
"ITD","Nord-est","9","totale","Y15-24","15-24 anni","2019","2019",278.918,,
"ITD","Nord-est","9","totale","Y15-24","15-24 anni","2019-Q1","T1-2019",263.076,,
"ITD","Nord-est","9","totale","Y15-24","15-24 anni","2019-Q2","T2-2019",276.319,,
"ITD","Nord-est","9","totale","Y15-24","15-24 anni","2019-Q4","T4-2019",289.37,,
"ITD","Nord-est","9","totale","Y15-24","15-24 anni","2019-Q3","T3-2019",286.907,,
"ITD","Nord-est","9","totale","Y15-24","15-24 anni","2020","2020",253.808,,
"ITD","Nord-est","9","totale","Y15-24","15-24 anni","2020-Q2","T2-2020",241.662,,
"ITD","Nord-est","9","totale","Y15-24","15-24 anni","2020-Q1","T1-2020",264.402,,
"ITD","Nord-est","9","totale","Y15-24","15-24 anni","2020-Q3","T3-2020",266.997,,
"ITD","Nord-est","9","totale","Y15-24","15-24 anni","2020-Q4","T4-2020",242.172,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y15-24","15-24 anni","2019","2019",22.031,,
"ITDA","Trentino Alto Adige / Südtirol","1","maschi","Y15-24","15-24 anni","2020","2020",21.858,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y15-24","15-24 anni","2019","2019",15.873,,
"ITDA","Trentino Alto Adige / Südtirol","2","femmine","Y15-24","15-24 anni","2020","2020",14.006,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y15-24","15-24 anni","2019","2019",37.904,,
"ITDA","Trentino Alto Adige / Südtirol","9","totale","Y15-24","15-24 anni","2020","2020",35.864,,
"ITD1","Provincia Autonoma Bolzano / Bozen","1","maschi","Y15-24","15-24 anni","2019","2019",13.056,,
"ITD1","Provincia Autonoma Bolzano / Bozen","1","maschi","Y15-24","15-24 anni","2020","2020",13.443,,
"ITD1","Provincia Autonoma Bolzano / Bozen","2","femmine","Y15-24","15-24 anni","2019","2019",9.532,,
"ITD1","Provincia Autonoma Bolzano / Bozen","2","femmine","Y15-24","15-24 anni","2020","2020",7.98,,
"ITD1","Provincia Autonoma Bolzano / Bozen","9","totale","Y15-24","15-24 anni","2019","2019",22.588,,
"ITD1","Provincia Autonoma Bolzano / Bozen","9","totale","Y15-24","15-24 anni","2020","2020",21.423,,
"ITD2","Provincia Autonoma Trento","1","maschi","Y15-24","15-24 anni","2019","2019",8.975,,
"ITD2","Provincia Autonoma Trento","1","maschi","Y15-24","15-24 anni","2020","2020",8.415,,
"ITD2","Provincia Autonoma Trento","2","femmine","Y15-24","15-24 anni","2019","2019",6.341,,
"ITD2","Provincia Autonoma Trento","2","femmine","Y15-24","15-24 anni","2020","2020",6.026,,
"ITD2","Provincia Autonoma Trento","9","totale","Y15-24","15-24 anni","2019","2019",15.316,,
"ITD2","Provincia Autonoma Trento","9","totale","Y15-24","15-24 anni","2020","2020",14.441,,
"ITD3","Veneto","1","maschi","Y15-24","15-24 anni","2019","2019",69.862,,
"ITD3","Veneto","1","maschi","Y15-24","15-24 anni","2020","2020",68.376,,
"ITD3","Veneto","2","femmine","Y15-24","15-24 anni","2019","2019",50.323,,
"ITD3","Veneto","2","femmine","Y15-24","15-24 anni","2020","2020",37.797,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y15-24","15-24 anni","2019","2019",13.458,,
"ITD4","Friuli-Venezia Giulia","1","maschi","Y15-24","15-24 anni","2020","2020",14.437,,
"ITD4","Friuli-Venezia Giulia","2","femmine","Y15-24","15-24 anni","2019","2019",9.596,,
"ITD4","Friuli-Venezia Giulia","2","femmine","Y15-24","15-24 anni","2020","2020",9.288,,
"ITD4","Friuli-Venezia Giulia","9","totale","Y15-24","15-24 anni","2019","2019",23.054,,
"ITD4","Friuli-Venezia Giulia","9","totale","Y15-24","15-24 anni","2020","2020",23.725,,
"ITD5","Emilia-Romagna","1","maschi","Y15-24","15-24 anni","2019","2019",57.487,,
"ITD5","Emilia-Romagna","1","maschi","Y15-24","15-24 anni","2020","2020",57.607,,
"ITD5","Emilia-Romagna","2","femmine","Y15-24","15-24 anni","2019","2019",40.287,,
"ITD5","Emilia-Romagna","2","femmine","Y15-24","15-24 anni","2020","2020",30.44,,
"ITD5","Emilia-Romagna","9","totale","Y15-24","15-24 anni","2019","2019",97.774,,
"ITD5","Emilia-Romagna","9","totale","Y15-24","15-24 anni","2020","2020",88.047,,
"ITE","Centro","1","maschi","Y15-24","15-24 anni","2019","2019",118.023,,
"ITE","Centro","1","maschi","Y15-24","15-24 anni","2019-Q1","T1-2019",117.739,,
"ITE","Centro","1","maschi","Y15-24","15-24 anni","2019-Q2","T2-2019",120.159,,
"ITE","Centro","1","maschi","Y15-24","15-24 anni","2019-Q4","T4-2019",119.234,,
"ITE","Centro","1","maschi","Y15-24","15-24 anni","2019-Q3","T3-2019",114.959,,
"ITE","Centro","1","maschi","Y15-24","15-24 anni","2020","2020",109.097,,
"ITE","Centro","1","maschi","Y15-24","15-24 anni","2020-Q2","T2-2020",104.495,,
"ITE","Centro","1","maschi","Y15-24","15-24 anni","2020-Q1","T1-2020",122.317,,
"ITE","Centro","1","maschi","Y15-24","15-24 anni","2020-Q3","T3-2020",96.819,,
"ITE","Centro","1","maschi","Y15-24","15-24 anni","2020-Q4","T4-2020",112.755,,
"ITE","Centro","2","femmine","Y15-24","15-24 anni","2019","2019",77.995,,
"ITE","Centro","2","femmine","Y15-24","15-24 anni","2019-Q1","T1-2019",70.947,,
"ITE","Centro","2","femmine","Y15-24","15-24 anni","2019-Q2","T2-2019",74.936,,
"ITE","Centro","2","femmine","Y15-24","15-24 anni","2019-Q4","T4-2019",75.779,,
"ITE","Centro","2","femmine","Y15-24","15-24 anni","2019-Q3","T3-2019",90.318,,
"ITE","Centro","2","femmine","Y15-24","15-24 anni","2020","2020",67.805,,
"ITE","Centro","2","femmine","Y15-24","15-24 anni","2020-Q2","T2-2020",60.847,,
"ITE","Centro","2","femmine","Y15-24","15-24 anni","2020-Q1","T1-2020",72.657,,
"ITE","Centro","2","femmine","Y15-24","15-24 anni","2020-Q3","T3-2020",77.506,,
"ITE","Centro","2","femmine","Y15-24","15-24 anni","2020-Q4","T4-2020",60.211,,
"ITE","Centro","9","totale","Y15-24","15-24 anni","2019","2019",196.017,,
"ITE","Centro","9","totale","Y15-24","15-24 anni","2019-Q1","T1-2019",188.685,,
"ITE","Centro","9","totale","Y15-24","15-24 anni","2019-Q2","T2-2019",195.095,,
"ITE","Centro","9","totale","Y15-24","15-24 anni","2019-Q4","T4-2019",195.013,,
"ITE","Centro","9","totale","Y15-24","15-24 anni","2019-Q3","T3-2019",205.276,,
"ITE","Centro","9","totale","Y15-24","15-24 anni","2020","2020",176.902,,
"ITE","Centro","9","totale","Y15-24","15-24 anni","2020-Q2","T2-2020",165.342,,
"ITE","Centro","9","totale","Y15-24","15-24 anni","2020-Q1","T1-2020",194.974,,
"ITE","Centro","9","totale","Y15-24","15-24 anni","2020-Q3","T3-2020",174.326,,
"ITE","Centro","9","totale","Y15-24","15-24 anni","2020-Q4","T4-2020",172.966,,
"ITE1","Toscana","1","maschi","Y15-24","15-24 anni","2019","2019",39.607,,
"ITE1","Toscana","1","maschi","Y15-24","15-24 anni","2020","2020",38.447,,
"ITE1","Toscana","2","femmine","Y15-24","15-24 anni","2019","2019",27.528,,
"ITE1","Toscana","2","femmine","Y15-24","15-24 anni","2020","2020",21.5,,
"ITE1","Toscana","9","totale","Y15-24","15-24 anni","2019","2019",67.135,,
"ITE1","Toscana","9","totale","Y15-24","15-24 anni","2020","2020",59.947,,
"ITE2","Umbria","1","maschi","Y15-24","15-24 anni","2019","2019",8.925,,
"ITE2","Umbria","1","maschi","Y15-24","15-24 anni","2020","2020",8.02,,
"ITE2","Umbria","2","femmine","Y15-24","15-24 anni","2019","2019",5.17,,
"ITE2","Umbria","2","femmine","Y15-24","15-24 anni","2020","2020",4.652,,
"ITE2","Umbria","9","totale","Y15-24","15-24 anni","2019","2019",14.096,,
"ITE2","Umbria","9","totale","Y15-24","15-24 anni","2020","2020",12.673,,
"ITE3","Marche","1","maschi","Y15-24","15-24 anni","2019","2019",18.543,,
"ITE3","Marche","1","maschi","Y15-24","15-24 anni","2020","2020",13.689,,
"ITE3","Marche","2","femmine","Y15-24","15-24 anni","2019","2019",9.324,,
"ITE3","Marche","2","femmine","Y15-24","15-24 anni","2020","2020",9.907,,
"ITE3","Marche","9","totale","Y15-24","15-24 anni","2019","2019",27.867,,
"ITE3","Marche","9","totale","Y15-24","15-24 anni","2020","2020",23.596,,
"ITE4","Lazio","1","maschi","Y15-24","15-24 anni","2019","2019",50.947,,
"ITE4","Lazio","1","maschi","Y15-24","15-24 anni","2020","2020",48.94,,
"ITE4","Lazio","2","femmine","Y15-24","15-24 anni","2019","2019",35.973,,
"ITE4","Lazio","2","femmine","Y15-24","15-24 anni","2020","2020",31.746,,
"ITE4","Lazio","9","totale","Y15-24","15-24 anni","2019","2019",86.92,,
"ITE4","Lazio","9","totale","Y15-24","15-24 anni","2020","2020",80.686,,
"ITFG","Mezzogiorno","1","maschi","Y15-24","15-24 anni","2019","2019",174.083,,
"ITFG","Mezzogiorno","1","maschi","Y15-24","15-24 anni","2019-Q1","T1-2019",143.669,,
"ITFG","Mezzogiorno","1","maschi","Y15-24","15-24 anni","2019-Q2","T2-2019",169.816,,
"ITFG","Mezzogiorno","1","maschi","Y15-24","15-24 anni","2019-Q4","T4-2019",178.823,,
"ITFG","Mezzogiorno","1","maschi","Y15-24","15-24 anni","2019-Q3","T3-2019",204.026,,
"ITFG","Mezzogiorno","1","maschi","Y15-24","15-24 anni","2020","2020",168.533,,
"ITFG","Mezzogiorno","1","maschi","Y15-24","15-24 anni","2020-Q2","T2-2020",155.928,,
"ITFG","Mezzogiorno","1","maschi","Y15-24","15-24 anni","2020-Q1","T1-2020",157.957,,
"ITFG","Mezzogiorno","1","maschi","Y15-24","15-24 anni","2020-Q3","T3-2020",188.26,,
"ITFG","Mezzogiorno","1","maschi","Y15-24","15-24 anni","2020-Q4","T4-2020",171.985,,
"ITFG","Mezzogiorno","2","femmine","Y15-24","15-24 anni","2019","2019",98.492,,
"ITFG","Mezzogiorno","2","femmine","Y15-24","15-24 anni","2019-Q1","T1-2019",103.479,,
"ITFG","Mezzogiorno","2","femmine","Y15-24","15-24 anni","2019-Q2","T2-2019",95.096,,
"ITFG","Mezzogiorno","2","femmine","Y15-24","15-24 anni","2019-Q4","T4-2019",90.605,,
"ITFG","Mezzogiorno","2","femmine","Y15-24","15-24 anni","2019-Q3","T3-2019",104.786,,
"ITFG","Mezzogiorno","2","femmine","Y15-24","15-24 anni","2020","2020",78.868,,
"ITFG","Mezzogiorno","2","femmine","Y15-24","15-24 anni","2020-Q2","T2-2020",74.046,,
"ITFG","Mezzogiorno","2","femmine","Y15-24","15-24 anni","2020-Q1","T1-2020",83.343,,
"ITFG","Mezzogiorno","2","femmine","Y15-24","15-24 anni","2020-Q3","T3-2020",86.685,,
"ITFG","Mezzogiorno","2","femmine","Y15-24","15-24 anni","2020-Q4","T4-2020",71.397,,
"ITFG","Mezzogiorno","9","totale","Y15-24","15-24 anni","2019","2019",272.575,,
"ITFG","Mezzogiorno","9","totale","Y15-24","15-24 anni","2019-Q1","T1-2019",247.148,,
"ITFG","Mezzogiorno","9","totale","Y15-24","15-24 anni","2019-Q2","T2-2019",264.912,,
"ITFG","Mezzogiorno","9","totale","Y15-24","15-24 anni","2019-Q4","T4-2019",269.428,,
"ITFG","Mezzogiorno","9","totale","Y15-24","15-24 anni","2019-Q3","T3-2019",308.812,,
"ITFG","Mezzogiorno","9","totale","Y15-24","15-24 anni","2020","2020",247.4,,
"ITFG","Mezzogiorno","9","totale","Y15-24","15-24 anni","2020-Q2","T2-2020",229.975,,
"ITFG","Mezzogiorno","9","totale","Y15-24","15-24 anni","2020-Q1","T1-2020",241.3,,
"ITFG","Mezzogiorno","9","totale","Y15-24","15-24 anni","2020-Q3","T3-2020",274.945,,
"ITFG","Mezzogiorno","9","totale","Y15-24","15-24 anni","2020-Q4","T4-2020",243.382,,
"ITF4","Puglia","9","totale","Y15-24","15-24 anni","2019","2019",57.466,,
"ITF4","Puglia","9","totale","Y15-24","15-24 anni","2020","2020",59.698,,
"ITF5","Basilicata","2","femmine","Y15-24","15-24 anni","2019","2019",2.439,,
"ITF5","Basilicata","2","femmine","Y15-24","15-24 anni","2020","2020",1.52,,
"ITF5","Basilicata","9","totale","Y15-24","15-24 anni","2019","2019",8.029,,
"ITF5","Basilicata","9","totale","Y15-24","15-24 anni","2020","2020",6.402,,
"ITF6","Calabria","2","femmine","Y15-24","15-24 anni","2019","2019",8.422,,
"ITF6","Calabria","2","femmine","Y15-24","15-24 anni","2020","2020",5.343,,
"ITF6","Calabria","9","totale","Y15-24","15-24 anni","2019","2019",28.506,,
"ITF6","Calabria","9","totale","Y15-24","15-24 anni","2020","2020",22.345,,
"ITG1","Sicilia","1","maschi","Y15-24","15-24 anni","2019","2019",35.249,,
"ITG1","Sicilia","1","maschi","Y15-24","15-24 anni","2020","2020",34.315,,
"ITG1","Sicilia","2","femmine","Y15-24","15-24 anni","2019","2019",21.087,,
"ITG1","Sicilia","2","femmine","Y15-24","15-24 anni","2020","2020",17.693,,
"ITG1","Sicilia","9","totale","Y15-24","15-24 anni","2019","2019",56.336,,
"ITG1","Sicilia","9","totale","Y15-24","15-24 anni","2020","2020",52.008,,
"ITG2","Sardegna","1","maschi","Y15-24","15-24 anni","2019","2019",12.498,,
"ITG2","Sardegna","1","maschi","Y15-24","15-24 anni","2020","2020",11.238,,
"ITG2","Sardegna","2","femmine","Y15-24","15-24 anni","2019","2019",6.492,,
"ITG2","Sardegna","2","femmine","Y15-24","15-24 anni","2020","2020",5.605,,
"IT","Italia","1","maschi","Y25-34","25-34 anni","2019","2019",2343.571,,
"IT","Italia","1","maschi","Y25-34","25-34 anni","2019-Q1","T1-2019",2314.5,,
"IT","Italia","1","maschi","Y25-34","25-34 anni","2019-Q2","T2-2019",2328.677,,
"IT","Italia","1","maschi","Y25-34","25-34 anni","2019-Q4","T4-2019",2370.091,,
"IT","Italia","1","maschi","Y25-34","25-34 anni","2019-Q3","T3-2019",2361.014,,
"IT","Italia","1","maschi","Y25-34","25-34 anni","2020","2020",2268.273,,
"IT","Italia","1","maschi","Y25-34","25-34 anni","2020-Q2","T2-2020",2231.728,,
"IT","Italia","1","maschi","Y25-34","25-34 anni","2020-Q1","T1-2020",2293.473,,
"IT","Italia","1","maschi","Y25-34","25-34 anni","2020-Q3","T3-2020",2290.549,,
"IT","Italia","1","maschi","Y25-34","25-34 anni","2020-Q4","T4-2020",2257.341,,
"IT","Italia","9","totale","Y25-34","25-34 anni","2019","2019",4085.523,,
"IT","Italia","9","totale","Y25-34","25-34 anni","2019-Q1","T1-2019",4041.297,,
"IT","Italia","9","totale","Y25-34","25-34 anni","2019-Q2","T2-2019",4100.505,,
"IT","Italia","9","totale","Y25-34","25-34 anni","2019-Q4","T4-2019",4102.905,,
"IT","Italia","9","totale","Y25-34","25-34 anni","2019-Q3","T3-2019",4097.387,,
"IT","Italia","9","totale","Y25-34","25-34 anni","2020","2020",3918.355,,
